category,kernels,venue,year,title,authors,platform,approach,confidence,cited_by,doi,dblp_url,oa_url,one_liner,artifact_status,artifact_url,artifact_stars,artifact_license,artifact_last_push
Stencil / structured-grid PDE,Jacobi stencil; Gauss-Seidel stencil,SC,2021,Temporal vectorization for stencils,Liang Yuan; Hang Cao; Yunquan Zhang; Kun Li 0016; Pengqi Lu; Yue Yue,cpu,manual,high,10,10.1145/3458817.3476149,https://dblp.org/rec/conf/sc/YuanCZLLY21,https://dl.acm.org/doi/pdf/10.1145/3458817.3476149,"Temporal vectorization scheme for stencils in the iteration space, including Gauss-Seidel stencils",none,,0,,
Stencil / structured-grid PDE,Lattice Boltzmann (D3Q19),TPDS,2021,Analysis of GPU Data Access Patterns on Complex Geometries for the D3Q19 Lattice Boltzmann Algorithm,Gregory J. Herschlag; Seyong Lee; Jeffrey S. Vetter; Amanda Randles,nvidia-gpu,manual,high,16,10.1109/TPDS.2021.3061895,https://dblp.org/rec/journals/tpds/HerschlagLVR21,https://www.osti.gov/biblio/1807241,"Analysis of GPU memory-access schemes (semi-direct addressing, CSoA layout) for D3Q19 LBM on complex geometries, 10-40% speedup",none,,0,,
Stencil / structured-grid PDE,MPDATA stencil advection,TPDS,2021,Architectural Adaptation and Performance-Energy Optimization for CFD Application on AMD EPYC Rome,Lukasz Szustak; Roman Wyrzykowski; Lukasz Kuczynski; Tomasz Olas,cpu,manual,high,13,10.1109/TPDS.2021.3078153,https://dblp.org/rec/journals/tpds/SzustakWKO21,https://ieeexplore.ieee.org/ielx7/71/9445716/09426456.pdf,Parametric adaptation of memory-bound MPDATA stencil kernel to AMD EPYC Rome cache/NUMA topology,none,,0,,
Stencil / structured-grid PDE,Structured-grid finite-volume MHD update,TPDS,2021,K-Athena: A Performance Portable Structured Grid Finite Volume Magnetohydrodynamics Code,Philipp Grete; Forrest Wolfgang Glines; Brian W. O'Shea,nvidia-gpu; cpu; distributed,manual,high,2,10.1109/TPDS.2020.3010016,https://dblp.org/rec/journals/tpds/GreteGO21,https://arxiv.org/pdf/1905.04341,"K-Athena: Kokkos-ported MHD finite-volume stencil kernel, >10^8 cell-updates/s on V100, scales to 24576 GPUs",verified,https://gitlab.com/pgrete/kathena,0,,
Stencil / structured-grid PDE,stencil,CGO,2020,AN5D: automated stencil framework for high-degree temporal blocking on GPUs,Kazuaki Matsumura; Hamid Reza Zohouri; Mohamed Wahib; Toshio Endo; Satoshi Matsuoka,nvidia-gpu,codegen,high,59,10.1145/3368826.3377904,https://dblp.org/rec/conf/cgo/MatsumuraZWEM20,https://dl.acm.org/doi/pdf/10.1145/3368826.3377904,Stencil CUDA code generator with degree-10 temporal blocking; best reported perf on V100,verified,https://github.com/khaki3/AN5D-Artifact,4,MIT,2021-09-15
Stencil / structured-grid PDE,stencil,DAC,2020,Exploiting Computation Reuse for Stencil Accelerators,Yuze Chi; Jason Cong,fpga,codegen,high,11,10.1109/DAC18072.2020.9218680,https://dblp.org/rec/conf/dac/ChiC20,https://www.ncbi.nlm.nih.gov/pmc/articles/8011578,"Optimal computation-reuse exploration for FPGA stencil synthesis; 2.3x speedup, 58% fewer LUTs",none,,0,,
Stencil / structured-grid PDE,image processing pipelines; 2D stencil,DAC,2020,The Best of Both Worlds: Combining CUDA Graph with an Image Processing DSL,Bo Qiao 0004; M. Akif Özkan; Jürgen Teich; Frank Hannig,nvidia-gpu,codegen,medium,8,10.1109/DAC18072.2020.9218531,https://dblp.org/rec/conf/dac/QiaoOTH20,,"Hipacc image DSL compiler emitting CUDA graphs; 1.30x over Hipacc alone, 3.96x over Halide on GPUs.",none,,0,,
Stencil / structured-grid PDE,7-point stencil; BiCGStab,SC,2020,Fast stencil-code computation on a wafer-scale processor,Kamil Rocki; Dirk Van Essendelft; Ilya Sharapov; Robert Schreiber; Michael Morrison; Vladimir Kibardin et al.,other,manual,high,10,10.1109/SC41405.2020.00062,https://dblp.org/rec/conf/sc/RockiESSMKPDS020,https://arxiv.org/pdf/2010.03660,"7-point stencil/BiCGStab solver on Cerebras wafer-scale engine, 0.86 PFLOPS.",none,,0,,
Iterative-solver components,7-point stencil; BiCGStab,SC,2020,Fast stencil-code computation on a wafer-scale processor,Kamil Rocki; Dirk Van Essendelft; Ilya Sharapov; Robert Schreiber; Michael Morrison; Vladimir Kibardin et al.,other,manual,high,10,10.1109/SC41405.2020.00062,https://dblp.org/rec/conf/sc/RockiESSMKPDS020,https://arxiv.org/pdf/2010.03660,"7-point stencil/BiCGStab solver on Cerebras wafer-scale engine, 0.86 PFLOPS.",none,,0,,
Stencil / structured-grid PDE,interpolation; finite-difference operators; FFT; Gauss-Newton-Krylov solve,SC,2020,Multi-node multi-GPU diffeomorphic image registration for large-scale imaging problems,Malte Brunn; Naveen Himthani; George Biros; Miriam Mehl; Andreas Mang,nvidia-gpu; distributed,manual,high,7,10.1109/SC41405.2020.00042,https://dblp.org/rec/conf/sc/BrunnHBMM20,https://arxiv.org/pdf/2008.12820,Multi-GPU CLAIRE: optimized interpolation/FD/FFT kernels + preconditioner for image registration.,verified,https://github.com/andreasmang/claire,0,,
FFT / spectral,interpolation; finite-difference operators; FFT; Gauss-Newton-Krylov solve,SC,2020,Multi-node multi-GPU diffeomorphic image registration for large-scale imaging problems,Malte Brunn; Naveen Himthani; George Biros; Miriam Mehl; Andreas Mang,nvidia-gpu; distributed,manual,high,7,10.1109/SC41405.2020.00042,https://dblp.org/rec/conf/sc/BrunnHBMM20,https://arxiv.org/pdf/2008.12820,Multi-GPU CLAIRE: optimized interpolation/FD/FFT kernels + preconditioner for image registration.,verified,https://github.com/andreasmang/claire,0,,
Iterative-solver components,interpolation; finite-difference operators; FFT; Gauss-Newton-Krylov solve,SC,2020,Multi-node multi-GPU diffeomorphic image registration for large-scale imaging problems,Malte Brunn; Naveen Himthani; George Biros; Miriam Mehl; Andreas Mang,nvidia-gpu; distributed,manual,high,7,10.1109/SC41405.2020.00042,https://dblp.org/rec/conf/sc/BrunnHBMM20,https://arxiv.org/pdf/2008.12820,Multi-GPU CLAIRE: optimized interpolation/FD/FFT kernels + preconditioner for image registration.,verified,https://github.com/andreasmang/claire,0,,
Stencil / structured-grid PDE,multi-block distributed stencil,SC,2020,Pencil: a pipelined algorithm for distributed stencils,Hengjie Wang; Aparna Chandramowlishwaran,cpu; distributed,algorithmic,high,11,10.1109/SC41405.2020.00089,https://dblp.org/rec/conf/sc/WangC20,,"Pencil: pipelined temporal-tiling stencil algorithm for multi-block CFD grids, up to 3.41x.",none,,0,,
Stencil / structured-grid PDE,geodesic morphological reconstruction (3x3 filter chains),TPDS,2020,Efficient Method for Parallel Computation of Geodesic Transformation on CPU,Danijel Zlaus; Domen Mongus,cpu,manual,high,2,10.1109/TPDS.2019.2953057,https://dblp.org/rec/journals/tpds/ZlausM20,https://arxiv.org/pdf/1911.13074,"Multicore+SIMD CPU implementation of geodesic morphological reconstruction, up to 100x faster.",none,,0,,
Stencil / structured-grid PDE,Common Midpoint (CMP); Common Reflection Surface (CRS),TPDS,2020,Massively Scaling Seismic Processing on Sunway TaihuLight Supercomputer,Yongmin Hu; Hailong Yang 0002; Zhongzhi Luan; Lin Gan 0001; Guangwen Yang 0002; Depei Qian 0002,other; distributed,manual,medium,9,10.1109/TPDS.2019.2962395,https://dblp.org/rec/journals/tpds/HuYLGYQ20,,"Optimized CMP/CRS seismic processing kernels on Sunway TaihuLight, 3.5x speedup at million-core scale.",none,,0,,
Tensor algebra,einsum / tensor contraction,CGO,2026,Multidirectional Propagation of Sparsity Information across Tensor Slices,Kaio Henrique Andrade Ananias; Danila Seliayeu; José Nelson Amaral; Fernando Magno Quintão Pereira,cpu,codegen,high,0,10.1109/CGO68049.2026.11395229,https://dblp.org/rec/conf/cgo/AnaniasSAP26,,"SPA static analysis in TACO propagates sparsity across tensor slices, cutting memory and runtime",none,,0,,
Sparse linear algebra,einsum / tensor contraction,CGO,2026,Multidirectional Propagation of Sparsity Information across Tensor Slices,Kaio Henrique Andrade Ananias; Danila Seliayeu; José Nelson Amaral; Fernando Magno Quintão Pereira,cpu,codegen,high,0,10.1109/CGO68049.2026.11395229,https://dblp.org/rec/conf/cgo/AnaniasSAP26,,"SPA static analysis in TACO propagates sparsity across tensor slices, cutting memory and runtime",none,,0,,
Tensor algebra,tensor programs,CGO,2026,Tensor Program Superoptimization through Cost-Guided Symbolic Program Synthesis,Alexander Brauckmann; Aarsh Chaube; José Wesley de S. Magalhães; Elizabeth Polgreen; Michael F. P. O'Boyle,cpu,codegen,high,0,10.1109/CGO68049.2026.11395198,https://dblp.org/rec/conf/cgo/BrauckmannCMPO26,,"Symbolic superoptimizer for tensor DSL programs; 3.8x over NumPy, 1.6x over JAX/PyTorch-Inductor",none,,0,,
Tensor algebra,quantum state-vector simulation,ICS,2026,C-3PQ: A Closeness Centrality-based Circuit Partitioner for Quantum Simulations,Doru-Thom Popovici; Harlin Lee; Naoki Yoshioka; Mauro Del Ben; Nobuyasu Ito; Katherine Klymko et al.,cpu; nvidia-gpu; amd-gpu; distributed,codegen,medium,0,10.1145/3797905.3807864,https://dblp.org/rec/conf/ics/PopoviciLYBIKCB26,https://doi.org/10.1145/3797905.3807864,C-3PQ: closeness-centrality circuit partitioning plus portable code generator compiling optimized quantum state-vector sim kernels (Intel/AMD/NVIDIA/ARM),none,,0,,
Tensor algebra,streaming CPD; MTTKRP,ICS,2026,Optimizing Streaming Tensor Decomposition on GPU,Wenqing Lin; Jianuo Sheng; Shuqin Feng; Ming Dun; Huawei Cao; Qingxiao Sun,nvidia-gpu,manual,high,0,10.1145/3797905.3807865,https://dblp.org/rec/conf/ics/LinSFDCS26,https://doi.org/10.1145/3797905.3807865,GPU-optimized streaming CP tensor decomposition for dynamic sparse tensors,none,,0,,
Tensor algebra,stabilizer-formalism quantum circuit simulation,ICS,2026,quEStab: Towards Scalable Quantum Circuit Simulation on Multi-GPU using an Extended Stabilizer Formalism,Hyunjoon Shin; Seokhyeon Lee; Myeongjin Kwak; Yongtae Kim 0001,nvidia-gpu; distributed,algorithmic,low,0,10.1145/3797905.3816723,https://dblp.org/rec/conf/ics/ShinLKK26,https://doi.org/10.1145/3797905.3816723,quEStab: scalable multi-GPU quantum circuit simulation via extended stabilizer formalism (no abstract; title-based judgment),none,,0,,
Tensor algebra,quantum state-vector simulation,IPDPS,2026,High-performance Vector-length Agnostic Quantum Circuit Simulations on ARM Processors,Ruimin Shi; Gabin Schieffer; Pei-Hung Lin; Maya B. Gokhale; Andreas Herten; Ivy Peng,arm-cpu,manual,high,0,10.1109/IPDPS65963.2026.00080,https://dblp.org/rec/conf/ipps/ShiSLGHP26,,"Vector-length-agnostic quantum state-vector simulation kernels for ARM SVE/RISC-V RVV, up to 4.5x speedup.",none,,0,,
Tensor algebra,tensor program autotuning,TPDS,2026,Texplorer: Efficient Tensor Program Optimization for GPUs Using a Highly Constrained Search Space,Wei Li; Bin Gao; Weng-Fai Wong,nvidia-gpu,autotuning,high,0,10.1109/TPDS.2026.3675079,https://dblp.org/rec/journals/tpds/LiGW26,,Texplorer: deterministic pruning + analytical cost model cuts DL tensor-program search 300x,none,,0,,
ML kernels (HPC-crossing),tensor program autotuning,TPDS,2026,Texplorer: Efficient Tensor Program Optimization for GPUs Using a Highly Constrained Search Space,Wei Li; Bin Gao; Weng-Fai Wong,nvidia-gpu,autotuning,high,0,10.1109/TPDS.2026.3675079,https://dblp.org/rec/journals/tpds/LiGW26,,Texplorer: deterministic pruning + analytical cost model cuts DL tensor-program search 300x,none,,0,,
Tensor algebra,Tucker decomposition,TPDS,2026,cuFastTuckerPlusTC: A Stochastic Parallel Sparse FastTucker Decomposition Using GPU Tensor Cores,Zixuan Li; Mingxing Duan; Huizhang Luo; Wangdong Yang; Kenli Li 0001; Keqin Li 0001,nvidia-gpu,algorithmic,high,0,10.1109/TPDS.2025.3636547,https://dblp.org/rec/journals/tpds/LiDLYLL26,,cuFastTuckerPlusTC: tensor-core-accelerated stochastic sparse Tucker decomposition on GPU,none,,0,,
Tensor algebra,quantum circuit simulation,ASPLOS,2025,BQSim: GPU-accelerated Batch Quantum Circuit Simulation using Decision Diagram,Shui Jiang; Yi-Hua Chung; Chih-Chun Chang; Tsung-Yi Ho; Tsung-Wei Huang,nvidia-gpu,algorithmic,high,7,10.1145/3676641.3715984,https://dblp.org/rec/conf/asplos/JiangCCHH25,https://doi.org/10.1145/3676641.3715984,GPU batch quantum-circuit simulation via decision diagrams; 3.25-311x over cuQuantum/Qiskit/FlatDD,none,,0,,
Tensor algebra,tensor contraction; einsum,ASPLOS,2025,Einsum Trees: An Abstraction for Optimizing the Execution of Tensor Expressions,Alexander Breuer; Mark Blacher; Max Engel; Joachim Giesen; Alexander Heinecke; Julien Klaus et al.,cpu; arm-cpu,codegen,high,0,10.1145/3676641.3716254,https://dblp.org/rec/conf/asplos/BreuerBEGHKR25,https://doi.org/10.1145/3676641.3716254,Einsum Tree IR globally optimizes data layout of contraction paths on Arm and x86 CPUs,verified,https://github.com/scalable-analyses/et_asplos25,0,,
Tensor algebra,tensor program memory-bound ops,CGO,2025,IntelliGen: Instruction-Level Auto-tuning for Tensor Program with Monotonic Memory Optimization,Zixuan Ma; Haojie Wang 0004; Jingze Xing; Shuhong Huang; Liyan Zheng 0001; Chen Zhang 0001 et al.,nvidia-gpu; amd-gpu; other,autotuning,high,2,10.1145/3696443.3708967,https://dblp.org/rec/conf/cgo/MaWXH0ZCHZTWZ25,https://doi.org/10.1145/3696443.3708967,IntelliGen: instruction-level auto-tuning tensor compiler with monotonic memory optimization,none,,0,,
ML kernels (HPC-crossing),tensor program memory-bound ops,CGO,2025,IntelliGen: Instruction-Level Auto-tuning for Tensor Program with Monotonic Memory Optimization,Zixuan Ma; Haojie Wang 0004; Jingze Xing; Shuhong Huang; Liyan Zheng 0001; Chen Zhang 0001 et al.,nvidia-gpu; amd-gpu; other,autotuning,high,2,10.1145/3696443.3708967,https://dblp.org/rec/conf/cgo/MaWXH0ZCHZTWZ25,https://doi.org/10.1145/3696443.3708967,IntelliGen: instruction-level auto-tuning tensor compiler with monotonic memory optimization,none,,0,,
Tensor algebra,quantum gate matrix simulation kernels,CGO,2025,Synthesis of Quantum Simulators by Compilation,Meisam Tarabkhah; Mahshid Delavar; Mina Doosti; Amir Shaikhha,cpu; nvidia-gpu,codegen,high,1,10.1145/3696443.3708949,https://dblp.org/rec/conf/cgo/TarabkhahDDS25,https://doi.org/10.1145/3696443.3708949,"LFQS compiles quantum circuit simulators to C/CUDA exploiting gate-matrix sparsity, beats Qiskit/QuEST",none,,0,,
Dense linear algebra,quantum gate matrix simulation kernels,CGO,2025,Synthesis of Quantum Simulators by Compilation,Meisam Tarabkhah; Mahshid Delavar; Mina Doosti; Amir Shaikhha,cpu; nvidia-gpu,codegen,high,1,10.1145/3696443.3708949,https://dblp.org/rec/conf/cgo/TarabkhahDDS25,https://doi.org/10.1145/3696443.3708949,"LFQS compiles quantum circuit simulators to C/CUDA exploiting gate-matrix sparsity, beats Qiskit/QuEST",none,,0,,
Tensor algebra,statevector simulation; gate fusion,DAC,2025,Versatile Cross-platform Compilation Toolchain for Schrödinger-style Quantum Circuit Simulation,Yuncheng Lu; Shuang Liang 0012; Hongxiang Fan; Ce Guo 0002; Wayne Luk; Paul H. J. Kelly,cpu; nvidia-gpu,codegen,high,0,10.1109/DAC63849.2025.11132539,https://dblp.org/rec/conf/dac/LuLFGLK25,,Cross-platform codegen toolchain for statevector quantum-circuit simulation on CPU/GPU,none,,0,,
Tensor algebra,tensor contraction,HPDC,2025,Optimizing Data Distribution and Kernel Performance for Efficient Training of Chemistry Foundation Models: A Case Study with MACE,Jesun Sahariar Firoz; Franco Pellegrini; Mario Geiger; Darren Hsu; Jenna A. Bilbrey; Han-Yi Chou et al.,nvidia-gpu; distributed,manual,high,2,10.1145/3731545.3731594,https://dblp.org/rec/conf/hpdc/FirozPGHBCSHWLK25,,Optimized symmetric tensor-contraction kernel (plus load balancing) for MACE CFM training,none,,0,,
ML kernels (HPC-crossing),tensor contraction,HPDC,2025,Optimizing Data Distribution and Kernel Performance for Efficient Training of Chemistry Foundation Models: A Case Study with MACE,Jesun Sahariar Firoz; Franco Pellegrini; Mario Geiger; Darren Hsu; Jenna A. Bilbrey; Han-Yi Chou et al.,nvidia-gpu; distributed,manual,high,2,10.1145/3731545.3731594,https://dblp.org/rec/conf/hpdc/FirozPGHBCSHWLK25,,Optimized symmetric tensor-contraction kernel (plus load balancing) for MACE CFM training,none,,0,,
Tensor algebra,tensor program / operator kernels,IPDPS,2025,Gensor: A Graph-Based Construction Tensor Compilation Method for Deep Learning,Hangda Liu; Boyu Diao; Yu Yang; Wenxin Chen; Xiaohui Peng 0002; Yongjun Xu 0001,nvidia-gpu,autotuning,high,1,10.1109/IPDPS64566.2025.00056,https://dblp.org/rec/conf/ipps/LiuDYC0025,,"Gensor: graph-based tensor compilation with Markov-analysis search, 18% avg operator speedup over SOTA",verified,https://github.com/EMLS-ICTCAS/Gensor,3,,2025-12-14
ML kernels (HPC-crossing),tensor program / operator kernels,IPDPS,2025,Gensor: A Graph-Based Construction Tensor Compilation Method for Deep Learning,Hangda Liu; Boyu Diao; Yu Yang; Wenxin Chen; Xiaohui Peng 0002; Yongjun Xu 0001,nvidia-gpu,autotuning,high,1,10.1109/IPDPS64566.2025.00056,https://dblp.org/rec/conf/ipps/LiuDYC0025,,"Gensor: graph-based tensor compilation with Markov-analysis search, 18% avg operator speedup over SOTA",verified,https://github.com/EMLS-ICTCAS/Gensor,3,,2025-12-14
Tensor algebra,Tensor-Times-Matrix-chain (TTMc); Tucker decomposition,IPDPS,2025,SymProp: Scaling Sparse Symmetric Tucker Decomposition via Symmetry Propagation,Zecheng Li 0001; Shruti Shivakumar; Jiajia Li 0001; Ramakrishnan Kannan,cpu,algorithmic,high,0,10.1109/IPDPS64566.2025.00109,https://dblp.org/rec/conf/ipps/0001S0K25,,"SymProp: symmetry-propagated sparse symmetric TTMc/TTMcTC kernels, up to 50.9x speedup over SPLATT",verified,https://github.com/tensorworld/SymProp,0,MIT,2025-03-27
Tensor algebra,dynamic tensor computation; micro-kernel composition,SC,2025,A Sample-Free Compilation Framework for Efficient Dynamic Tensor Computation,Yangjie Zhou 0001; Honglin Zhu; Qian Qiu; Weihao Cui; Zihan Liu 0002; Peng Chen 0035 et al.,cpu; arm-cpu; nvidia-gpu,codegen,high,2,10.1145/3712285.3759779,https://dblp.org/rec/conf/sc/0001ZQCL0W0F0LL25,https://doi.org/10.1145/3712285.3759779,Helix: sample-free dynamic-shape tensor compiler beating vendor libs by 2.26x,none,,0,,
ML kernels (HPC-crossing),dynamic tensor computation; micro-kernel composition,SC,2025,A Sample-Free Compilation Framework for Efficient Dynamic Tensor Computation,Yangjie Zhou 0001; Honglin Zhu; Qian Qiu; Weihao Cui; Zihan Liu 0002; Peng Chen 0035 et al.,cpu; arm-cpu; nvidia-gpu,codegen,high,2,10.1145/3712285.3759779,https://dblp.org/rec/conf/sc/0001ZQCL0W0F0LL25,https://doi.org/10.1145/3712285.3759779,Helix: sample-free dynamic-shape tensor compiler beating vendor libs by 2.26x,none,,0,,
Tensor algebra,HOOI; Tucker decomposition,SC,2025,Parallel Rank-Adaptive Higher Order Orthogonal Iteration,João Pinheiro 0003; Aditya Devarakonda; Grey Ballard,cpu; distributed,algorithmic,high,1,10.1145/3712285.3759865,https://dblp.org/rec/conf/sc/PinheiroDB25,https://doi.org/10.1145/3712285.3759865,"Parallel rank-adaptive Higher Order Orthogonal Iteration for Tucker decomposition, 82x faster than STHOSVD",none,,0,,
Dense linear algebra,HOOI; Tucker decomposition,SC,2025,Parallel Rank-Adaptive Higher Order Orthogonal Iteration,João Pinheiro 0003; Aditya Devarakonda; Grey Ballard,cpu; distributed,algorithmic,high,1,10.1145/3712285.3759865,https://dblp.org/rec/conf/sc/PinheiroDB25,https://doi.org/10.1145/3712285.3759865,"Parallel rank-adaptive Higher Order Orthogonal Iteration for Tucker decomposition, 82x faster than STHOSVD",none,,0,,
Tensor algebra,GEMM,ASPLOS,2024,Optimizing Dynamic-Shape Neural Networks on Accelerators via On-the-Fly Micro-Kernel Polymerization,Feng Yu 0019; Guangli Li; Jiacheng Zhao; Huimin Cui; Xiaobing Feng 0002; Jingling Xue,nvidia-gpu; other,codegen,medium,13,10.1145/3620665.3640390,https://dblp.org/rec/conf/asplos/YuLZCFX24,https://doi.org/10.1145/3620665.3640390,"Micro-kernel polymerization generates dynamic-shape tensor kernels, 1.49x over vendor libraries on GPU/NPU",verified,https://github.com/LinkZyy/MoonPoly-dev,0,NOASSERTION,2026-07-07
ML kernels (HPC-crossing),GEMM,ASPLOS,2024,Optimizing Dynamic-Shape Neural Networks on Accelerators via On-the-Fly Micro-Kernel Polymerization,Feng Yu 0019; Guangli Li; Jiacheng Zhao; Huimin Cui; Xiaobing Feng 0002; Jingling Xue,nvidia-gpu; other,codegen,medium,13,10.1145/3620665.3640390,https://dblp.org/rec/conf/asplos/YuLZCFX24,https://doi.org/10.1145/3620665.3640390,"Micro-kernel polymerization generates dynamic-shape tensor kernels, 1.49x over vendor libraries on GPU/NPU",verified,https://github.com/LinkZyy/MoonPoly-dev,0,NOASSERTION,2026-07-07
Tensor algebra,fused GEMM/convolution DNN ops,CGO,2024,oneDNN Graph Compiler: A Hybrid Approach for High-Performance Deep Learning Compilation,Jianhui Li; Zhennan Qin; Yijie Mei; Jingze Cui; Yunfei Song; Ciyong Chen et al.,cpu,codegen,high,16,10.1109/CGO57630.2024.10444871,https://dblp.org/rec/conf/cgo/LiQMCSCZDCJZYLL24,,oneDNN Graph Compiler: hybrid compiler+expert-kernel DNN graph compilation on Xeon,none,,0,,
ML kernels (HPC-crossing),fused GEMM/convolution DNN ops,CGO,2024,oneDNN Graph Compiler: A Hybrid Approach for High-Performance Deep Learning Compilation,Jianhui Li; Zhennan Qin; Yijie Mei; Jingze Cui; Yunfei Song; Ciyong Chen et al.,cpu,codegen,high,16,10.1109/CGO57630.2024.10444871,https://dblp.org/rec/conf/cgo/LiQMCSCZDCJZYLL24,,oneDNN Graph Compiler: hybrid compiler+expert-kernel DNN graph compilation on Xeon,none,,0,,
Tensor algebra,tensor program; DNN operators,ICS,2024,Fasor: A Fast Tensor Program Optimization Framework for Efficient DNN Deployment,Hanxian Huang; Xin Chen 0071; Jishen Zhao,nvidia-gpu,autotuning,high,3,10.1145/3650200.3656631,https://dblp.org/rec/conf/ics/HuangCZ24,https://dl.acm.org/doi/pdf/10.1145/3650200.3656631,Fast tensor-program autotuning framework for efficient DNN deployment,none,,0,,
ML kernels (HPC-crossing),tensor program; DNN operators,ICS,2024,Fasor: A Fast Tensor Program Optimization Framework for Efficient DNN Deployment,Hanxian Huang; Xin Chen 0071; Jishen Zhao,nvidia-gpu,autotuning,high,3,10.1145/3650200.3656631,https://dblp.org/rec/conf/ics/HuangCZ24,https://dl.acm.org/doi/pdf/10.1145/3650200.3656631,Fast tensor-program autotuning framework for efficient DNN deployment,none,,0,,
Tensor algebra,MPS contraction; tensor network simulation,IPDPS,2024,Scalable and Differentiable Simulator for Quantum Computational Chemistry,Zhiqian Xu 0005; Honghui Shang; Yi Fan; Xiongzhi Zeng; Yunquan Zhang; Chu Guo,distributed; cpu,algorithmic,high,1,10.1109/IPDPS57955.2024.00028,https://dblp.org/rec/conf/ipps/0005SFZZG24,,"Differentiable MPS-based VQE simulator with distributed gradient calc, scaling to 100-qubit chemistry.",none,,0,,
Dense linear algebra,MPS contraction; tensor network simulation,IPDPS,2024,Scalable and Differentiable Simulator for Quantum Computational Chemistry,Zhiqian Xu 0005; Honghui Shang; Yi Fan; Xiongzhi Zeng; Yunquan Zhang; Chu Guo,distributed; cpu,algorithmic,high,1,10.1109/IPDPS57955.2024.00028,https://dblp.org/rec/conf/ipps/0005SFZZG24,,"Differentiable MPS-based VQE simulator with distributed gradient calc, scaling to 100-qubit chemistry.",none,,0,,
Tensor algebra,quantum state-vector simulation,SC,2024,Atlas: Hierarchical Partitioning for Quantum Circuit Simulation on GPUs,Mingkuan Xu; Shiyi Cao; Xupeng Miao; Umut A. Acar; Zhihao Jia,nvidia-gpu; distributed,algorithmic,high,7,10.1109/SC41406.2024.00087,https://dblp.org/rec/conf/sc/XuCMAJ24,,"Atlas: ILP-partitioned, DP-scheduled multi-GPU Schrodinger-style quantum circuit simulation",none,,0,,
Tensor algebra,tensor network contraction,SC,2024,Surpassing Sycamore: Achieving Energetic Superiority Through System-Level Circuit Simulation,Rong Fu; Zhongling Su; Han-Sen Zhong; Xiti Zhao; Jianyang Zhang; Feng Pan et al.,nvidia-gpu; distributed,algorithmic,high,7,10.1109/SC41406.2024.00085,https://dblp.org/rec/conf/sc/FuSZZZPZZCLPPZO24,,System-level tensor-network contraction on 2304 GPUs beats Google Sycamore in speed and energy,none,,0,,
Tensor algebra,CP-stream; spCP-stream; streaming tensor factorization,IPDPS,2023,Dynamic Tensor Linearization and Time Slicing for Efficient Factorization of Infinite Data Streams,Yongseok Soh; Ahmed E. Helal; Fabio Checconi; Jan Laukemann; Jesmin Jahan Tithi; Teresa M. Ranadive et al.,cpu,algorithmic,high,2,10.1109/IPDPS54959.2023.00048,https://dblp.org/rec/conf/ipps/SohHCLTRPC23,,Dynamic tensor linearization/time-slicing speeds streaming CP factorization up to 11x on CPU,none,,0,,
Sparse linear algebra,CP-stream; spCP-stream; streaming tensor factorization,IPDPS,2023,Dynamic Tensor Linearization and Time Slicing for Efficient Factorization of Infinite Data Streams,Yongseok Soh; Ahmed E. Helal; Fabio Checconi; Jan Laukemann; Jesmin Jahan Tithi; Teresa M. Ranadive et al.,cpu,algorithmic,high,2,10.1109/IPDPS54959.2023.00048,https://dblp.org/rec/conf/ipps/SohHCLTRPC23,,Dynamic tensor linearization/time-slicing speeds streaming CP factorization up to 11x on CPU,none,,0,,
Tensor algebra,tensor network contraction,PPoPP,2023,Lifetime-Based Optimization for Simulating Quantum Circuits on a New Sunway Supercomputer,Yaojian Chen; Yong Liu; Xinmin Shi; Jiawei Song; Xin Liu 0081; Lin Gan 0001 et al.,cpu; distributed,algorithmic,high,11,10.1145/3572848.3577529,https://dblp.org/rec/conf/ppopp/ChenLSSLGGFGCY23,https://dl.acm.org/doi/pdf/10.1145/3572848.3577529,"Lifetime-based slicing/contraction-path optimizations for Sycamore RQC simulation, 308.6 Pflops on Sunway",none,,0,,
Tensor algebra,Tucker-format convolution,PPoPP,2023,TDC: Towards Extremely Efficient CNNs on GPUs via Hardware-Aware Tucker Decomposition,Lizhi Xiang; Miao Yin; Chengming Zhang 0006; Aravind Sukumaran-Rajam; P. Sadayappan; Bo Yuan 0001 et al.,nvidia-gpu,codegen,high,2,10.1145/3572848.3577478,https://dblp.org/rec/conf/ppopp/XiangY0SS0T23,https://doi.org/10.1145/3572848.3577478,"TDC: hardware-aware Tucker-decomposition CNN kernel + co-design framework, up to 2.21x over cuDNN on A100",none,,0,,
ML kernels (HPC-crossing),Tucker-format convolution,PPoPP,2023,TDC: Towards Extremely Efficient CNNs on GPUs via Hardware-Aware Tucker Decomposition,Lizhi Xiang; Miao Yin; Chengming Zhang 0006; Aravind Sukumaran-Rajam; P. Sadayappan; Bo Yuan 0001 et al.,nvidia-gpu,codegen,high,2,10.1145/3572848.3577478,https://dblp.org/rec/conf/ppopp/XiangY0SS0T23,https://doi.org/10.1145/3572848.3577478,"TDC: hardware-aware Tucker-decomposition CNN kernel + co-design framework, up to 2.21x over cuDNN on A100",none,,0,,
