venue,year,title,categories,kernels,platform,approach,confidence,cited_by,doi,one_liner,artifact_status,artifact_url,artifact_stars
IPDPS,2021,Performance-Portable Graph Coarsening for Efficient Multilevel Graph Analysis,graph,graph coarsening (heavy edge coarsening),nvidia-gpu; cpu,manual,high,7,10.1109/IPDPS49936.2021.00030,Performance-portable (Kokkos) GPU/CPU parallelization of Heavy Edge Coarsening for multilevel graph analysis.,none,,0
IPDPS,2021,QPR: Quantizing PageRank with Coherent Shared Memory Accelerators,graph,PageRank,fpga,manual,high,4,10.1109/IPDPS49936.2021.00105,"Cache-coherent FPGA accelerator for PageRank with 32-bit quantized fixed-point ranks, up to 14.9x speedup.",none,,0
IPDPS,2021,Redesigning Peridigm on SIMT Accelerators for High-performance Peridynamics Simulations,nbody_md,bond-based peridynamics force calculation,nvidia-gpu; distributed,manual,high,8,10.1109/IPDPS49936.2021.00052,"Redesigns Peridigm bond-based force kernels for SIMT GPUs (thread grouping, memory coalescing), 10x over CPU/MIC.",none,,0
IPDPS,2021,Revisiting Huffman Coding: Toward Extreme Performance on Modern GPU Architectures,compression; primitives,Huffman encoding,nvidia-gpu; cpu,manual,high,37,10.1109/IPDPS49936.2021.00097,"Parallel GPU Huffman encoder (codebook construction + reduction-based merge), up to 6.8x over prior GPU encoders.",none,,0
IPDPS,2021,Scaling Sparse Matrix Multiplication on CPU-GPU Nodes,sparse_la,SpGEMM,nvidia-gpu; cpu,manual,high,6,10.1109/IPDPS49936.2021.00047,"Out-of-core SpGEMM framework overlapping data movement/compute across CPU+GPU, up to 3.74x over CPU-only.",none,,0
IPDPS,2021,Speculative Parallel Reverse Cuthill-McKee Reordering on Multi- and Many-core Architectures,sparse_la,Reverse Cuthill-McKee reordering,nvidia-gpu; cpu,algorithmic,high,1,10.1109/IPDPS49936.2021.00080,"First GPU-capable speculative parallel RCM bandwidth-reducing reordering, orders of magnitude faster than cuSolver.",verified,https://github.com/GPUPeople/ParallelBatchRCM,0
IPDPS,2021,Spray: Sparse Reductions of Arrays in OPENMP,primitives; sparse_la,array reduction; sparse matrix-vector multiply,cpu,library,high,4,10.1109/IPDPS49936.2021.00056,SPRAY: header-only OpenMP sparse-reduction library beating built-in reductions and MKL by up to 20x/2x.,none,,0
IPDPS,2021,"Temporal blocking of finite-difference stencil operators with sparse ""off-the-grid"" sources",stencil_pde,finite-difference stencil; temporal blocking,cpu,codegen,high,0,10.1109/IPDPS49936.2021.00058,"Devito-generated temporal blocking for FD stencils with sparse off-the-grid sources, up to 1.6x over spatial blocking.",likely,https://github.com/georgebisbas/devito,0
IPDPS,2021,TileSpMV: A Tiled Algorithm for Sparse Matrix-Vector Multiplication on GPUs,sparse_la,SpMV,nvidia-gpu,algorithmic,high,68,10.1109/IPDPS49936.2021.00016,"TileSpMV: tiled 2D-sparsity-aware SpMV on GPU with per-tile format selection, up to 426x over BSR.",verified,https://github.com/SuperScientificSoftwareLaboratory/TileSpMV,13
PPoPP,2021,A fast work-efficient SSSP algorithm for GPUs,graph,SSSP,nvidia-gpu,algorithmic,high,20,10.1145/3437801.3441605,Work-efficient GPU SSSP via novel approximate priority-queue work scheduler,verified,https://github.com/Griffin8er/HPPC_code,0
PPoPP,2021,BiPart: a parallel and deterministic hypergraph partitioner,graph,hypergraph partitioning,cpu,algorithmic,high,15,10.1145/3437801.3441611,BiPart: parallel deterministic hypergraph partitioner for VLSI/linear-algebra use,none,,0
PPoPP,2021,EGEMM-TC: accelerating scientific computing on tensor cores with extended precision,dense_la,GEMM,nvidia-gpu,manual,high,39,10.1145/3437801.3441599,"EGEMM-TC: extended-precision GEMM emulation on Tensor Cores, 3-11x over cuBLAS/CUDA cores",none,,0
PPoPP,2021,Efficiently running SpMV on long vector architectures,sparse_la,SpMV,other,manual,high,46,10.1145/3437801.3441592,"Optimized SELL-C-sigma SpMV for NEC long-vector architecture, 12% avg improvement",none,,0
PPoPP,2021,I/O lower bounds for auto-tuning of convolutions in CNNs,ml_kernels; dense_la,direct convolution; Winograd convolution,nvidia-gpu,autotuning,high,11,10.1145/3437801.3441609,"I/O lower bounds drive near-optimal auto-tuned dataflows for CNN convolution, 3.32x over cuDNN",none,,0
PPoPP,2021,"Sparta: high-performance, element-wise sparse tensor contraction on heterogeneous memory",sparse_la; tensor,sparse tensor contraction; SpGEMM-like accumulation,cpu,manual,high,31,10.1145/3437801.3441581,"Sparta: hashtable-based, heterogeneous-memory-aware sparse tensor contraction, 28-576x over naive approach",none,,0
SC,2021,A next-generation discontinuous galerkin fluid dynamics solver with application to high-resolution lung airflow simulations,stencil_pde; solver_components,matrix-free FE operator evaluation (sum-factorization); geometric-algebraic multigrid,cpu,manual,high,10,10.1145/3458817.3476171,Matrix-free sum-factorization DG kernels + mixed-precision multigrid for a scalable flow solver,none,,0
SC,2021,APNN-TC: accelerating arbitrary precision neural networks on ampere GPU tensor cores,dense_la; ml_kernels,GEMM (arbitrary precision),nvidia-gpu,manual,high,36,10.1145/3458817.3476157,"Arbitrary-precision GEMM emulation via int1 Ampere Tensor Core primitives, beats CUTLASS",verified,https://github.com/BoyuanFeng/APNN-TC,20
SC,2021,Accelerating XOR-based erasure coding using program optimization techniques,primitives,XOR-based erasure coding,cpu,algorithmic,high,0,10.1145/3458817.3476204,"Program-optimization (grammar compression, deforestation, pebble game) of XOR erasure coding, 8.92 GB/s",verified,https://github.com/yuezato/xorslp_ec,0
SC,2021,Accelerating large scale de novo metagenome assembly using GPUs,primitives,local sequence assembly,nvidia-gpu,manual,medium,6,10.1145/3458817.3476212,"GPU port of MetaHipMer's local-assembly kernel for metagenome assembly, 7x over CPU",none,,0
SC,2021,CAKE: matrix multiplication using constant-bandwidth blocks,dense_la,GEMM,cpu,algorithmic,high,9,10.1145/3458817.3476166,CAKE: constant-bandwidth blocked matrix multiplication for bandwidth-limited memory hierarchies,none,,0
SC,2021,"Closing the ""quantum supremacy"" gap: achieving real-time simulation of a random quantum circuit using a new Sunway supercomputer",tensor; dense_la,tensor contraction; GEMM,distributed; other,manual,high,116,10.1145/3458817.3487399,"Sunway tensor-contraction random-quantum-circuit simulator: fused permute-multiply, 1.2 Eflop/s",verified,https://github.com/Daisyforest/SWQsim,0
SC,2021,Discovering and balancing fundamental cycles in large signed graphs,graph,signed-graph cycle balancing,nvidia-gpu; cpu,manual,high,7,10.1145/3458817.3476153,graphB+: linear-time vertex/edge labeling for parallel signed-graph cycle balancing on GPU,verified,https://github.com/burtscher/graphBplus,0
SC,2021,Dr. Top-k: delegate-centric Top-k on GPUs,primitives,top-k selection,nvidia-gpu,manual,high,12,10.1145/3458817.3476141,Dr. Top-k: delegate-centric multi-GPU top-k reducing workload by over 99%,none,,0
SC,2021,E.T.: re-thinking self-attention for transformer models on GPUs,ml_kernels,self-attention,nvidia-gpu,manual,high,13,10.1145/3458817.3476138,"E.T.: re-engineered self-attention GPU operators plus pruning, beats TensorRT/FasterTransformer",verified,https://github.com/cctry/E.T.,7
SC,2021,Efficient tensor core-based GPU kernels for structured sparsity under reduced precision,dense_la; sparse_la; ml_kernels,SpMM; SDDMM,nvidia-gpu,manual,high,49,10.1145/3458817.3476182,"Column-vector-sparse Tensor-Core SpMM/SDDMM kernels, 1.71-7.19x over cuSPARSE",none,,0
SC,2021,Enabling and scaling the HPCG benchmark on the newest generation Sunway supercomputer with 42 million heterogeneous cores,solver_components; sparse_la,symmetric Gauss-Seidel; SpMV; conjugate gradient,distributed; other,manual,high,42,10.1145/3458817.3476158,"HPCG kernel optimization (blocking, fusion, thread collaboration) on 42M-core Sunway, 27.6 Pflop/s",none,,0
SC,2021,"Error-controlled, progressive, and adaptable retrieval of scientific data with multilevel decomposition",compression,multilevel progressive data decomposition,cpu; distributed,algorithmic,medium,27,10.1145/3458817.3476179,"Multilevel error-bounded data refactoring/retrieval framework, 64% less data retrieved",verified,https://github.com/CODARcode/MGARD,49
SC,2021,FastZ: accelerating gapped whole genome alignment on GPUs,primitives,gapped sequence alignment (DP),nvidia-gpu,manual,high,10,10.1145/3458817.3476202,"FastZ: GPU gapped whole-genome DP alignment matching LASTZ sensitivity, 111x speedup",none,,0
SC,2021,LIBSHALOM: optimizing small and irregular-shaped matrix multiplications on ARMv8 multi-cores,dense_la,GEMM,arm-cpu,manual,high,39,10.1145/3458817.3476217,"LibShalom: optimized small/irregular-shaped GEMM library for ARMv8 multi-core, beats 5 BLAS libs",verified,https://github.com/AnonymousYWL/LibShalom,30
SC,2021,LMFF: efficient and scalable layered materials force field on heterogeneous many-core processors,nbody_md,Tersoff potential; inter-layer potential (ILP),cpu; other,manual,high,8,10.1145/3458817.3476137,"LMFF: optimized Tersoff/ILP MD force-field kernels for layered materials, up to 330x faster on Sunway",verified,https://github.com/run-towards-the-future/LAMMPS-LMFF,7
SC,2021,On the parallel I/O optimality of linear algebra kernels: near-optimal matrix factorizations,dense_la,Cholesky factorization; LU factorization,cpu; distributed,algorithmic,high,18,10.1145/3458817.3476167,"Communication-optimal 2.5D Cholesky/LU factorization schedules, up to 3x faster than MKL/SLATE",verified,https://github.com/anonymousSC21/SC21,0
SC,2021,PAGANI: a parallel adaptive GPU algorithm for numerical integration,primitives,adaptive numerical integration,nvidia-gpu,algorithmic,high,4,10.1145/3458817.3476198,"PAGANI: parallel adaptive GPU algorithm for multi-dimensional numerical integration, orders of magnitude faster",none,,0
SC,2021,"Productivity, portability, performance: data-centric Python",dense_la; stencil_pde,various NumPy/HPC kernels (NPBench),cpu; nvidia-gpu; fpga; distributed,codegen,high,31,10.1145/3458817.3476176,DaCe: data-centric compiler generates portable-performance kernels from Python/NumPy for CPU/GPU/FPGA,none,,0
SC,2021,Reducing redundancy in data organization and arithmetic calculation for stencil computations,stencil_pde,stencil computation,cpu,manual,high,10,10.1145/3458817.3476154,Spatial+temporal computation folding cuts data-reorganization/arithmetic redundancy in stencil vectorization,none,,0
SC,2021,Resilient error-bounded lossy compressor for data transfer,compression,SZ lossy compression,cpu,algorithmic,high,17,10.1145/3458817.3476195,Resilient SZ-based lossy compressor with algorithm-based fault tolerance for scientific data transfer,none,,0
SC,2021,STM-multifrontal QR: streaming task mapping multifrontal QR factorization empowered by GCN,dense_la; sparse_la,multifrontal QR factorization,arm-cpu; cpu,autotuning,high,5,10.1145/3458817.3476199,GCN-selected reordering + NUMA-aware task mapping speeds multifrontal sparse QR 1.22x over SuiteSparseQR,verified,https://github.com/lsl036/STM-Multifrontal-QR-Factorization-Empowered-by-GCN,11
SC,2021,SV-sim: scalable PGAS-based state vector simulation of quantum circuits,tensor,quantum gate state-vector simulation,nvidia-gpu; amd-gpu; cpu; distributed,manual,high,41,10.1145/3458817.3476169,SV-Sim: PGAS-based state-vector quantum-circuit simulation kernels across heterogeneous CPU/GPU backends,verified,https://github.com/pnnl/SV-Sim,22
SC,2021,SW_Qsim: a minimize-memory quantum simulator with high-performance on a new Sunway supercomputer,tensor,tensor network contraction,other; distributed,algorithmic,high,13,10.1145/3458817.3476161,SW_Qsim: minimize-memory tensor-network quantum-circuit simulator scaled to 28.75M Sunway cores,none,,0
SC,2021,Scalable adaptive PDE solvers in arbitrary domains,unstructured_amr; stencil_pde,octree FEM assembly/traversal,cpu; distributed,algorithmic,medium,17,10.1145/3458817.3476220,Octree-based adaptive mesh construction and FEM traversal algorithms for PDEs around carved-out geometry,none,,0
SC,2021,Temporal vectorization for stencils,stencil_pde,Jacobi stencil; Gauss-Seidel stencil,cpu,manual,high,10,10.1145/3458817.3476149,"Temporal vectorization scheme for stencils in the iteration space, including Gauss-Seidel stencils",none,,0
SC,2021,TriPoll: computing surveys of triangles in massive-scale temporal graphs with metadata,graph,triangle counting/survey,distributed; cpu,algorithmic,high,9,10.1145/3458817.3476200,"TriPoll: distributed metadata-aware triangle surveying on massive temporal graphs, 2x faster",verified,https://github.com/llnl/tripoll,1
SC,2021,cuTS: scaling subgraph isomorphism on distributed multi-GPU systems using trie based data structure,graph,subgraph isomorphism,nvidia-gpu; distributed,manual,high,34,10.1145/3458817.3476214,"cuTS: trie-based distributed multi-GPU subgraph isomorphism, drastically reduces intermediate storage",verified,https://github.com/appl-lab/CuTS,0
SC,2021,ndzip-gpu: efficient lossless compression of scientific floating-point data on GPUs,compression,lossless floating-point compression,nvidia-gpu,manual,high,25,10.1145/3458817.3476224,ndzip-gpu: high-throughput lossless compression of scientific floating-point data on GPUs,none,,0
TPDS,2021,A GPU Acceleration Framework for Motif and Discord Based Pattern Mining,primitives,time-series motif/discord discovery; matrix-profile-like distance computation,nvidia-gpu,manual,high,19,10.1109/TPDS.2021.3055765,"GPU framework decomposing motif/discord time-series mining into fine-grained data-parallel kernels, 1000x over CPU",none,,0
TPDS,2021,A Parallel Jacobi-Embedded Gauss-Seidel Method,solver_components; sparse_la,Gauss-Seidel; Jacobi iterative solver,cpu; nvidia-gpu,algorithmic,high,20,10.1109/TPDS.2021.3052091,"Jacobi-embedded Gauss-Seidel parallel iterative solver, up to 87x faster than GS on GPUs",none,,0
TPDS,2021,A Parallel Structured Divide-and-Conquer Algorithm for Symmetric Tridiagonal Eigenvalue Problems,dense_la; solver_components,tridiagonal eigensolver; divide-and-conquer eigenvalue; structured matrix multiplication,distributed; cpu,algorithmic,high,12,10.1109/TPDS.2020.3019471,PSDC: parallel structured divide-and-conquer tridiagonal eigensolver beating ScaLAPACK PDSTEDC by 1.4-1.6x,verified,https://github.com/shengguolsg/PSMMA,0
TPDS,2021,A Resource and Performance Optimization Reduction Circuit on FPGAs,primitives; dense_la,reduction,fpga,manual,high,4,10.1109/TPDS.2020.3020117,"Resource/performance-optimized multi-set reduction circuit on FPGAs, 1.59x area-time improvement",none,,0
TPDS,2021,A Split Execution Model for SpTRSV,sparse_la,SpTRSV; SpMV,cpu; nvidia-gpu,algorithmic,high,9,10.1109/TPDS.2021.3074501,"Split-execution model dividing SpTRSV into two sub-solves plus SpMV across CPU/GPU, up to 10x speedup",verified,https://github.com/ParCoreLab/Split_SpTRSV,0
TPDS,2021,Accelerating Binarized Neural Networks via Bit-Tensor-Cores in Turing GPUs,dense_la; ml_kernels,bit matrix multiplication; bit convolution,nvidia-gpu,manual,high,37,10.1109/TPDS.2020.3045828,"Bit-Tensor-Core BNN kernels (bit-GEMM, bit-convolution) on Turing GPUs, 77% faster than prior art",verified,https://github.com/pnnl/TCBNN,39
TPDS,2021,Accelerating the Bron-Kerbosch Algorithm for Maximal Clique Enumeration Using GPUs,graph,Bron-Kerbosch; maximal clique enumeration,nvidia-gpu,manual,high,34,10.1109/TPDS.2021.3067053,GPU-based Bron-Kerbosch maximal clique enumeration using coalesced memory access and warp reductions,none,,0
TPDS,2021,Adaptive SpMV/SpMSpV on GPUs for Input Vectors of Varied Sparsity,sparse_la,SpMV; SpMSpV,nvidia-gpu,autotuning,high,22,10.1109/TPDS.2020.3040150,Adaptive SpMV/SpMSpV kernel-selection framework for varied input-vector sparsity on GPUs,verified,https://github.com/hpc-research-2020/spmspv-adaptive,0
TPDS,2021,Analysis of GPU Data Access Patterns on Complex Geometries for the D3Q19 Lattice Boltzmann Algorithm,stencil_pde,Lattice Boltzmann (D3Q19),nvidia-gpu,manual,high,16,10.1109/TPDS.2021.3061895,"Analysis of GPU memory-access schemes (semi-direct addressing, CSoA layout) for D3Q19 LBM on complex geometries, 10-40% speedup",none,,0
TPDS,2021,Architectural Adaptation and Performance-Energy Optimization for CFD Application on AMD EPYC Rome,stencil_pde,MPDATA stencil advection,cpu,manual,high,13,10.1109/TPDS.2021.3078153,Parametric adaptation of memory-bound MPDATA stencil kernel to AMD EPYC Rome cache/NUMA topology,none,,0
TPDS,2021,BALS: Blocked Alternating Least Squares for Parallel Sparse Matrix Factorization on GPUs,sparse_la,Sparse matrix factorization (ALS); SpMM,nvidia-gpu,algorithmic,high,10,10.1109/TPDS.2021.3064942,"New 2D-tiled sparse format + reordering for GPU ALS matrix factorization, up to 3.7x over Gates ALS",none,,0
TPDS,2021,Boosting Parallel Influence-Maximization Kernels for Undirected Networks With Fusing and Vectorization,graph,Influence maximization (Monte-Carlo sampling),cpu,manual,high,1,10.1109/TPDS.2020.3038376,"Fused, vectorized Monte-Carlo influence-maximization kernel, >3000x faster than greedy IM",none,,0
TPDS,2021,CASpMV: A Customized and Accelerative SpMV Framework for the Sunway TaihuLight,sparse_la,SpMV,other,autotuning,high,103,10.1109/TPDS.2019.2907537,"Auto-tuned partitioning SpMV framework (CASpMV) for Sunway TaihuLight, up to ~21x over baseline",none,,0
TPDS,2021,Efficient Methods for Mapping Neural Machine Translator on FPGAs,ml_kernels; dense_la,GRU; attention; mixed-precision GEMM,fpga,manual,high,22,10.1109/TPDS.2020.3047371,"HLS mixed-precision FPGA implementation of full NMT (BiGRU+attention+beam search), 13.1x speedup",none,,0
TPDS,2021,Feluca: A Two-Stage Graph Coloring Algorithm With Color-Centric Paradigm on GPU,graph,Graph coloring,nvidia-gpu,manual,high,22,10.1109/TPDS.2020.3014173,"Feluca: two-stage recursion+spread, atomic-free color-centric GPU graph coloring, up to 8.4x speedup",none,,0
TPDS,2021,GPU Tensor Cores for Fast Arithmetic Reductions,dense_la; primitives,Reduction (sum),nvidia-gpu,algorithmic,high,0,10.1109/TPDS.2020.3011893,"Tensor-core MMA-based parallel arithmetic reduction, 3.2x faster than standard GPU reduction, 2x vs CUB",likely,https://github.com/crinavar/xxxxx,0
TPDS,2021,High Performance Multivariate Geospatial Statistics on Manycore Systems,dense_la; solver_components,Cholesky-based Gaussian log-likelihood; low-rank matrix approximation,distributed; cpu,algorithmic,high,15,10.1109/TPDS.2021.3071423,"Task-based, low-rank-approximated multivariate geospatial log-likelihood evaluation on manycore/HPC",likely,https://github.com/ecrc/exageostat,0
TPDS,2021,Homomorphic Sorting With Better Scalability,primitives,Homomorphic sort,cpu,algorithmic,medium,8,10.1109/TPDS.2020.3030748,"Polynomial rank-sort algorithm for homomorphic sorting, reduces comparisons from O(N^2) to O(N)",none,,0
TPDS,2021,K-Athena: A Performance Portable Structured Grid Finite Volume Magnetohydrodynamics Code,stencil_pde,Structured-grid finite-volume MHD update,nvidia-gpu; cpu; distributed,manual,high,2,10.1109/TPDS.2020.3010016,"K-Athena: Kokkos-ported MHD finite-volume stencil kernel, >10^8 cell-updates/s on V100, scales to 24576 GPUs",verified,https://gitlab.com/pgrete/kathena,0
TPDS,2021,Optimizing the LINPACK Algorithm for Large-Scale PCIe-Based CPU-GPU Heterogeneous Systems,dense_la,LU factorization; GEMM,nvidia-gpu; amd-gpu; cpu; distributed,algorithmic,high,20,10.1109/TPDS.2021.3067731,"Fine-grained pipelining LINPACK algorithm hits 107 PFlops on 25,600 GPUs (70% efficiency).",none,,0
TPDS,2021,"PQC Acceleration Using GPUs: FrodoKEM, NewHope, and Kyber",fft_spectral; primitives,NTT; matrix multiplication; Keccak,nvidia-gpu,manual,high,76,10.1109/TPDS.2020.3025691,"GPU-optimized NTT/matrix-mult/Keccak kernels for FrodoKEM, NewHope, Kyber PQC KEMs, up to 53x faster",none,,0
TPDS,2021,Parallel Fine-Grained Comparison of Long DNA Sequences in Homogeneous and Heterogeneous GPU Platforms With Pruning,primitives,Smith-Waterman,nvidia-gpu; distributed,algorithmic,high,9,10.1109/TPDS.2021.3084069,"Multi-GPU Smith-Waterman DNA alignment with block pruning; 82,822 GCUPS on 512 V100s.",verified,https://github.com/edanssandes/MASA-CUDAlign,28
TPDS,2021,"Planetary Normal Mode Computation: Parallel Algorithms, Performance, and Reproducibility",dense_la,eigensolver,distributed,algorithmic,medium,3,10.1109/TPDS.2021.3050448,Polynomial-filtered parallel eigensolver for planetary normal modes; scales to 20k cores.,verified,https://github.com/js1019/NormalModes,0
TPDS,2021,Retargeting Tensor Accelerators for Epistasis Detection,ml_kernels; primitives,XOR+popcount tensor op,nvidia-gpu,manual,high,15,10.1109/TPDS.2021.3060322,Repurposes tensor-core XOR+popcount ops to accelerate 2-/3-way SNP epistasis search.,none,,0
TPDS,2021,SGD$\_$_Tucker: A Novel Stochastic Optimization Strategy for Parallel Sparse Tucker Decomposition,tensor; sparse_la,sparse Tucker decomposition,distributed; cpu,algorithmic,high,14,10.1109/TPDS.2020.3047460,"SGD_Tucker: stochastic mini-batching for sparse Tucker decomposition, >=2x faster, less memory.",verified,https://github.com/ZixuanLi-China/SGD__Tucker,3
TPDS,2021,Scalable Energy Games Solvers on GPUs,graph,energy game solver,nvidia-gpu; cpu,manual,medium,4,10.1109/TPDS.2021.3080925,Warp-level-primitive GPU solver for energy games; 3.6x over vertex-based GPU baseline.,none,,0
TPDS,2021,Towards Efficient Distributed Subgraph Enumeration Via Backtracking-Based Framework,graph,subgraph enumeration,distributed,algorithmic,medium,12,10.1109/TPDS.2021.3076246,Batch/Streaming-BENU: backtracking distributed subgraph enumeration avoiding partial-match shuffles.,none,,0
TPDS,2021,Transformations of High-Level Synthesis Codes for High-Performance Computing,dense_la; stencil_pde,GEMM; stencil,fpga,codegen,high,25,10.1109/TPDS.2020.3039409,Catalog of HLS source-to-source optimizing transformations for HPC kernels on FPGA.,likely,https://github.com/spcl/hls_tutorial_examples,0
TPDS,2021,Trust: Triangle Counting Reloaded on GPUs,graph; primitives,triangle counting,nvidia-gpu; distributed,algorithmic,high,43,10.1109/TPDS.2021.3064892,"Trust: hashing+vertex-centric GPU triangle counting, first to exceed 1 trillion TEPS.",none,,0
TPDS,2021,YuenyeungSpTRSV: A Thread-Level and Warp-Level Fusion Synchronization-Free Sparse Triangular Solve,sparse_la,SpTRSV,nvidia-gpu,manual,high,19,10.1109/TPDS.2021.3066635,"YuenyeungSpTRSV: thread+warp fused sync-free SpTRSV, 4.83x faster than cuSPARSE.",verified,https://github.com/JiyaSu/YuenyeungSpTRSV,8
TPDS,2021,gIM: GPU Accelerated RIS-Based Influence Maximization Algorithm,graph,influence maximization,nvidia-gpu,algorithmic,medium,21,10.1109/TPDS.2021.3066215,"gIM: GPU-parallel RIS/IMM influence maximization, up to 220x runtime reduction.",none,,0
ASPLOS,2020,FlexTensor: An Automatic Schedule Exploration and Optimization Framework for Tensor Computation on Heterogeneous System,tensor; dense_la; ml_kernels,GEMM; conv; tensor contraction,nvidia-gpu; fpga; cpu,autotuning,high,165,10.1145/3373376.3378508,"Automatic schedule exploration/autotuning generating tensor kernels (GEMM, conv) for GPUs and FPGAs",verified,https://github.com/pku-liang/FlexTensor,184
ASPLOS,2020,Why GPUs are Slow at Executing NFAs and How to Make them Faster,primitives,NFA matching,nvidia-gpu,manual,high,28,10.1145/3373376.3378471,GPU NFA kernels via read privatization and dynamic load balancing; beats prior GPU and Automata Processor,verified,https://github.com/bigwater/gpunfa-artifact,0
ATC,2020,Lock-free Concurrent Level Hashing for Persistent Memory,primitives,concurrent hash table,cpu,algorithmic,high,22,,Lock-free concurrent level hashing on Optane persistent memory; up to 4.2x over prior PM hashing,verified,https://github.com/chenzhangyu/Clevel-Hashing,0
CGO,2020,AN5D: automated stencil framework for high-degree temporal blocking on GPUs,stencil_pde,stencil,nvidia-gpu,codegen,high,59,10.1145/3368826.3377904,Stencil CUDA code generator with degree-10 temporal blocking; best reported perf on V100,verified,https://github.com/khaki3/AN5D-Artifact,4
CGO,2020,Automatic generation of high-performance quantized machine learning kernels,ml_kernels; dense_la,quantized GEMM; bit-serial convolution,arm-cpu; cpu,codegen,high,43,10.1145/3368826.3377912,Automatic generation/tuning of ultra-low-precision quantized ML inference kernels,verified,https://github.com/cowanmeg/cgo-artifact-2020,0
CGO,2020,Deriving parametric multi-way recursive divide-and-conquer dynamic programming algorithms using polyhedral compilers,primitives,dynamic programming recursion,cpu,codegen,medium,9,10.1145/3368826.3377916,Polyhedral generation of parametric multi-way recursive divide-and-conquer DP kernels for many-core CPUs,none,,0
CGO,2020,Optimizing ordered graph algorithms with GraphIt,graph,SSSP; ordered graph algorithms,cpu,codegen,high,39,10.1145/3368826.3377909,GraphIt priority extension with bucket fusion generates ordered graph kernels up to 3x over Julienne/Galois/GAPBS,likely,https://github.com/GraphIt-DSL/graphit,0
DAC,2020,A History-Based Auto-Tuning Framework for Fast and High-Performance DNN Design on GPU,ml_kernels,convolution; DNN operators,nvidia-gpu,autotuning,high,15,10.1109/DAC18072.2020.9218700,History-based autotuner for GPU DNN operator kernels beating TVM/cuDNN with up to 9x less search time,none,,0
DAC,2020,Exploiting Computation Reuse for Stencil Accelerators,stencil_pde,stencil,fpga,codegen,high,11,10.1109/DAC18072.2020.9218680,"Optimal computation-reuse exploration for FPGA stencil synthesis; 2.3x speedup, 58% fewer LUTs",none,,0
DAC,2020,FCNNLib: An Efficient and Flexible Convolution Algorithm Library on FPGAs,ml_kernels,convolution,fpga,library,medium,12,10.1109/DAC18072.2020.9218748,FPGA convolution algorithm library with spatial/temporal scheduling; 1.75x energy efficiency vs cuDNN,none,,0
DAC,2020,Massively Parallel Approximate Simulation of Hard Quantum Circuits,tensor,quantum circuit simulation; tensor network contraction,cpu; distributed,manual,high,16,10.1109/DAC18072.2020.9218591,Massively parallel approximate quantum-circuit simulation on classical clusters; big speedups at 42-45 qubits,none,,0
DAC,2020,RTMobile: Beyond Real-Time Mobile Acceleration of RNNs for Speech Recognition,ml_kernels; sparse_la,block-sparse MVM (RNN/GRU inference),other,codegen,medium,53,10.1109/DAC18072.2020.9218499,"Block-based pruning + compiler-generated sparse RNN kernels; real-time GRU inference on mobile GPU, 40x vs FPGA",none,,0
DAC,2020,The Best of Both Worlds: Combining CUDA Graph with an Image Processing DSL,stencil_pde,image processing pipelines; 2D stencil,nvidia-gpu,codegen,medium,8,10.1109/DAC18072.2020.9218531,"Hipacc image DSL compiler emitting CUDA graphs; 1.30x over Hipacc alone, 3.96x over Halide on GPUs.",none,,0
DAC,2020,WET: Write Efficient Loop Tiling for Non-Volatile Main Memory,dense_la,GEMM,cpu,manual,high,3,10.1109/DAC18072.2020.9218612,Write-efficient hierarchical loop tiling for matrix multiply on NVMM; 81% fewer writes with better performance.,verified,https://github.com/mshboul/WriteEfficientTiling,0
HPDC,2020,High Accuracy Matrix Computations on Neural Engines: A Study of QR Factorization and its Applications,dense_la; ml_kernels,QR factorization,nvidia-gpu,algorithmic,high,15,10.1145/3369583.3392685,Householder QR redesigned for tensor-core/mixed-precision neural engines,none,,0
HPDC,2020,Significantly Improving Lossy Compression for HPC Datasets with Second-Order Prediction and Parameter Optimization,compression,error-bounded lossy compression; SZ,cpu; distributed,algorithmic,high,74,10.1145/3369583.3392688,2nd-order prediction + parameter optimization boosting SZ compression ratio up to 46%,verified,https://github.com/hpdslab/SZauto,0
ICS,2020,A coordinate-oblivious index for high-dimensional distance similarity searches on the GPU,primitives,distance similarity self-join,nvidia-gpu,manual,medium,4,10.1145/3392717.3392768,"GPU distance similarity self-join with reference-point index, up to 11.8x over GPU",none,,0
ICS,2020,A scalable framework for solving fractional diffusion equations,dense_la,eigensolver,cpu; distributed,algorithmic,medium,0,10.1145/3392717.3392769,"Scalable parallel eigensolver (full eigenpairs of discretized Laplace op) for fractional PDEs, beats dense/sparse solvers",none,,0
ICS,2020,Efficient parallel algorithms for betweenness- and closeness-centrality in dynamic graphs,graph,betweenness centrality; closeness centrality,cpu; nvidia-gpu,manual,high,18,10.1145/3392717.3392743,Parallel betweenness/closeness centrality algorithms for dynamic graphs on CPU and GPU,none,,0
ICS,2020,Graptor: efficient pull and push style vectorized graph processing,graph,graph traversal; PageRank,cpu,codegen,medium,7,10.1145/3392717.3392753,Graptor: code generation for vectorized push and pull style graph traversal,none,,0
ICS,2020,Parallelizing pruned landmark labeling: dealing with dependencies in graph algorithms,graph,pruned landmark labeling; shortest-path distance,distributed; cpu,manual,high,7,10.1145/3392717.3392745,Scalable parallel pruned landmark labeling for shortest-path distances (VC-PLL/BVC-PLL),none,,0
